NAME NODE;CPU (cores);MEMORY (bytes);ACTIVE PODS;TASK;PARAMETER;EXECUTION START TIME (seconds)
cs-modeling1;1953m;1452Mi;3;2;1;45492
cs-modeling1;1983m;1617Mi;3;2;5;45561
cs-modeling1;1837m;1166Mi;2;1;4;45622
cs-modeling1;1874m;1166Mi;2;2;2;45690
cs-modeling1;1892m;1155Mi;2;2;3;45762
cs-modeling1;1984m;1159Mi;3;2;3;45829
cs-modeling1;1992m;1186Mi;3;1;3;45895
cs-modeling1;1793m;1144Mi;1;1;5;45963
cs-modeling1;1973m;1169Mi;2;1;4;46030
cs-modeling1;2001m;1189Mi;3;3;3;46097
cs-modeling1;1974m;1356Mi;4;2;3;46163
cs-modeling1;1988m;1207Mi;4;1;3;46224
cs-modeling1;1984m;1193Mi;4;1;1;46292
cs-modeling1;1994m;1207Mi;5;2;3;46358
cs-modeling1;1996m;1233Mi;5;2;5;46517
cs-modeling1;;;1;2;4;46586
cs-modeling1;1984m;1258Mi;2;3;3;46653
cs-modeling1;1992m;1408Mi;3;3;5;46719
cs-modeling1;1991m;1758Mi;4;3;3;46786
cs-modeling1;1210m;1385Mi;1;3;3;46847
cs-modeling1;1585m;1144Mi;1;3;1;46912
cs-modeling1;1038m;1140Mi;1;2;3;46977
cs-modeling1;1824m;1155Mi;2;1;1;47044
cs-modeling1;2000m;1175Mi;3;1;5;47109
cs-modeling1;1266m;1156Mi;1;2;2;47177
cs-modeling1;1803m;1155Mi;2;2;5;47243
cs-modeling1;1981m;1182Mi;3;1;2;47310
cs-modeling1;1989m;1183Mi;3;3;2;47378
cs-modeling1;523m;1135Mi;1;3;1;47438
cs-modeling1;860m;1368Mi;1;3;3;47499
cs-modeling1;;;1;2;4;47564
cs-modeling1;1847m;1143Mi;2;1;3;47630
cs-modeling1;1983m;1171Mi;3;2;3;47697
cs-modeling1;960m;1137Mi;1;1;1;47758
cs-modeling1;1757m;1150Mi;1;2;3;47824
cs-modeling1;1952m;1180Mi;2;1;1;47890
cs-modeling1;1969m;1198Mi;3;1;4;47957
cs-modeling1;1652m;1166Mi;2;3;1;48018
cs-modeling1;452m;1135Mi;1;2;5;48079
cs-modeling1;1918m;1213Mi;2;1;5;48145
cs-modeling1;1986m;1178Mi;3;1;5;48212
cs-modeling1;1990m;1176Mi;3;1;1;48280
cs-modeling1;1989m;1180Mi;3;3;3;48342
cs-modeling1;1988m;1344Mi;4;1;3;48409
cs-modeling1;1983m;1471Mi;5;3;3;48476
cs-modeling1;1990m;1673Mi;5;1;2;48592
cs-modeling1;818m;1137Mi;1;3;1;48653
cs-modeling1;818m;1137Mi;1;1;5;48718
cs-modeling1;1742m;1155Mi;2;3;5;48785
cs-modeling1;1992m;1519Mi;3;2;3;48851
cs-modeling1;1995m;1787Mi;4;2;1;48913
cs-modeling1;1984m;1966Mi;4;1;1;48980
cs-modeling1;1999m;1183Mi;4;2;3;49049
cs-modeling1;;;4;1;1;49117
cs-modeling1;1977m;1204Mi;4;1;2;49185
cs-modeling1;1328m;1861Mi;1;3;5;49246
cs-modeling1;1969m;1956Mi;2;1;4;49311
cs-modeling1;1903m;1158Mi;2;2;1;49379
cs-modeling1;1987m;1201Mi;3;1;5;49446
cs-modeling1;1995m;1202Mi;4;3;2;49510
cs-modeling1;;;2;2;3;49580
cs-modeling1;;;3;1;2;49647
cs-modeling1;1977m;1197Mi;3;2;5;49721
cs-modeling1;1988m;1211Mi;4;3;3;49788
cs-modeling1;935m;1156Mi;1;2;2;49849
cs-modeling1;1646m;1154Mi;1;2;4;49914
cs-modeling1;1858m;1173Mi;2;3;1;49980
cs-modeling1;1803m;1155Mi;2;3;5;50049
cs-modeling1;1967m;1471Mi;2;3;2;50110
cs-modeling1;287m;1133Mi;1;3;1;50171
cs-modeling1;816m;1133Mi;1;3;5;50236
cs-modeling1;1808m;1506Mi;2;3;5;50301
cs-modeling1;1982m;1977Mi;3;2;2;50368
cs-modeling1;1793m;1128Mi;4;3;3;50429
cs-modeling1;1604m;1236Mi;1;3;3;50497
cs-modeling1;1959m;1140Mi;2;1;4;50563
cs-modeling1;;;2;3;1;50631
cs-modeling1;324m;1123Mi;2;1;2;50698
cs-modeling1;324m;1123Mi;1;1;3;50759
cs-modeling1;1731m;1146Mi;2;3;5;50826
cs-modeling1;1977m;1645Mi;2;2;5;50894
cs-modeling1;1990m;1818Mi;3;2;4;50960
cs-modeling1;1621m;1148Mi;4;3;2;51022
cs-modeling1;1826m;1147Mi;1;2;5;51090
cs-modeling1;1890m;1189Mi;2;1;1;51156
cs-modeling1;1993m;1165Mi;3;2;1;51223
cs-modeling1;1994m;1182Mi;3;2;2;51293
cs-modeling1;1277m;1132Mi;1;1;5;51354
cs-modeling1;1697m;1149Mi;2;2;2;51420
cs-modeling1;1990m;1167Mi;3;2;2;51487
cs-modeling1;1959m;1190Mi;4;3;4;51553
cs-modeling1;1993m;1506Mi;5;2;2;51615
cs-modeling1;1726m;1144Mi;1;1;5;51683
cs-modeling1;1971m;1164Mi;2;3;2;51749
cs-modeling1;1979m;1291Mi;3;2;5;51816
cs-modeling1;2001m;1167Mi;3;2;3;51884
cs-modeling1;1969m;1150Mi;2;2;5;51947
cs-modeling1;1629m;1147Mi;2;1;5;52014
cs-modeling1;1994m;1164Mi;3;1;5;52081
cs-modeling1;1995m;1190Mi;4;1;2;52148
cs-modeling1;1994m;1213Mi;5;2;5;52210
cs-modeling1;1998m;1190Mi;4;2;1;52284
cs-modeling1;1994m;1250Mi;5;2;5;52352
cs-modeling1;1981m;1235Mi;5;3;3;52513
cs-modeling1;1985m;1200Mi;4;1;1;52584
cs-modeling1;1981m;1182Mi;4;2;4;52653
cs-modeling1;1987m;1198Mi;4;3;2;52721
cs-modeling1;1970m;1254Mi;3;1;3;52790
cs-modeling1;1320m;1148Mi;1;1;4;52851
cs-modeling1;1816m;1149Mi;2;3;4;52917
cs-modeling1;2001m;1334Mi;3;2;5;52983
cs-modeling1;1997m;1487Mi;4;3;4;53050
cs-modeling1;1995m;1686Mi;5;2;2;53111
cs-modeling1;1747m;1140Mi;1;1;1;53179
cs-modeling1;1780m;1147Mi;1;1;3;53247
cs-modeling1;1955m;1173Mi;2;2;4;53313
cs-modeling1;1989m;1199Mi;3;1;2;53379
cs-modeling1;1945m;1150Mi;1;2;4;53440
cs-modeling1;1822m;1145Mi;1;3;3;53506
cs-modeling1;1854m;1411Mi;2;1;5;53572
cs-modeling1;1763m;1147Mi;2;2;1;53640
cs-modeling1;1987m;1176Mi;3;3;5;53707
cs-modeling1;1994m;1760Mi;3;3;1;53775
cs-modeling1;1735m;1314Mi;1;3;4;53842
cs-modeling1;1964m;1552Mi;2;2;3;53907
cs-modeling1;1996m;1676Mi;3;2;5;53974
cs-modeling1;1223m;1147Mi;2;3;5;54035
cs-modeling1;1673m;1928Mi;2;3;1;54102
cs-modeling1;822m;1130Mi;1;1;5;54168
cs-modeling1;1817m;1143Mi;2;2;2;54234
cs-modeling1;1979m;1168Mi;3;2;3;54301
cs-modeling1;1949m;1152Mi;2;2;4;54371
cs-modeling1;1949m;1208Mi;2;3;2;54438
cs-modeling1;1978m;1192Mi;3;3;5;54505
cs-modeling1;1995m;1515Mi;3;3;3;54573
cs-modeling1;1116m;1208Mi;1;3;2;54635
cs-modeling1;702m;1130Mi;1;3;1;54700
cs-modeling1;828m;1133Mi;1;2;5;54766
cs-modeling1;1784m;1146Mi;2;3;1;54832
cs-modeling1;1254m;1130Mi;2;1;1;54899
cs-modeling1;1254m;1130Mi;1;2;3;54960
cs-modeling1;867m;1129Mi;1;3;3;55025
cs-modeling1;1876m;1367Mi;2;3;5;55092
cs-modeling1;1941m;1646Mi;2;3;3;55159
cs-modeling1;1732m;1948Mi;2;2;2;55220
cs-modeling1;1823m;1296Mi;1;3;3;55282
cs-modeling1;1754m;1240Mi;2;3;3;55349
cs-modeling1;1954m;1444Mi;2;2;3;55416
cs-modeling1;1796m;1150Mi;2;2;5;55484
cs-modeling1;1093m;1130Mi;1;3;1;55545
cs-modeling1;311m;1132Mi;1;3;4;55610
cs-modeling1;1816m;1441Mi;2;1;1;55676
cs-modeling1;1989m;1673Mi;3;1;5;55743
cs-modeling1;1436m;1151Mi;2;3;4;55810
cs-modeling1;1923m;1155Mi;2;2;2;55878
cs-modeling1;1949m;1164Mi;2;1;4;55946
cs-modeling1;1972m;1174Mi;3;1;3;56012
cs-modeling1;2000m;1182Mi;3;1;4;56082
cs-modeling1;2000m;1192Mi;4;2;4;56143
cs-modeling1;1998m;1197Mi;4;3;3;56212
cs-modeling1;1995m;1299Mi;4;2;4;56280
cs-modeling1;1979m;1394Mi;5;1;4;56346
cs-modeling1;1993m;1404Mi;5;3;4;56417
cs-modeling1;2001m;1692Mi;3;2;5;56489
cs-modeling1;1992m;1702Mi;4;2;1;56556
cs-modeling1;;;4;2;2;56624
cs-modeling1;1987m;1215Mi;5;2;1;56691
cs-modeling1;1899m;1156Mi;1;2;2;56759
cs-modeling1;1736m;1156Mi;2;3;2;56824
cs-modeling1;1979m;1256Mi;3;1;1;56891
cs-modeling1;1836m;1349Mi;2;3;4;56959
cs-modeling1;333m;1127Mi;2;2;2;57020
cs-modeling1;1237m;1130Mi;1;2;1;57081
cs-modeling1;1736m;1145Mi;1;1;1;57145
cs-modeling1;1668m;1154Mi;1;1;4;57211
cs-modeling1;2009m;1183Mi;2;2;4;57278
cs-modeling1;1243m;1150Mi;1;1;5;57339
cs-modeling1;1849m;1149Mi;2;3;1;57405
cs-modeling1;1865m;1159Mi;2;3;4;57473
cs-modeling1;1997m;1373Mi;3;1;2;57538
cs-modeling1;1969m;1513Mi;4;3;4;57605
cs-modeling1;90m;1133Mi;1;2;5;57672
cs-modeling1;1763m;1160Mi;2;1;1;57739
cs-modeling1;1986m;1176Mi;3;2;5;57805
cs-modeling1;;;3;2;5;57872
cs-modeling1;1985m;1180Mi;3;3;4;57934
cs-modeling1;1744m;1656Mi;2;2;3;58000
cs-modeling1;1775m;1160Mi;2;2;2;58068
cs-modeling1;1996m;1178Mi;3;1;4;58134
cs-modeling1;2000m;1177Mi;4;2;5;58201
cs-modeling1;1991m;1161Mi;2;3;4;58272
cs-modeling1;1968m;1512Mi;2;2;4;58339
cs-modeling1;1985m;1678Mi;3;1;1;58406
cs-modeling1;1988m;1157Mi;3;3;1;58486
cs-modeling1;273m;1138Mi;1;3;4;58547
cs-modeling1;837m;1137Mi;1;3;1;58611
cs-modeling1;1767m;1159Mi;1;2;3;58676
cs-modeling1;1956m;1178Mi;2;2;3;58743
cs-modeling1;1991m;1178Mi;3;1;4;58809
cs-modeling1;852m;1146Mi;1;3;2;58875
cs-modeling1;1177m;1133Mi;1;3;2;58939
cs-modeling1;774m;1135Mi;1;1;2;59004
cs-modeling1;1751m;1155Mi;2;1;2;59070
cs-modeling1;1366m;1137Mi;1;2;1;59131
cs-modeling1;299m;1137Mi;1;2;3;59192
cs-modeling1;1782m;1153Mi;2;1;4;59259
cs-modeling1;1816m;1158Mi;2;2;5;59326
cs-modeling1;1972m;1184Mi;3;3;3;59393
cs-modeling1;1893m;1147Mi;1;2;5;59454
cs-modeling1;2001m;1251Mi;2;3;3;59520
cs-modeling1;1974m;1399Mi;3;1;3;59587
cs-modeling1;1976m;1509Mi;4;3;1;59653
cs-modeling1;1748m;1493Mi;2;3;5;59715
cs-modeling1;1097m;1131Mi;1;3;2;59780
cs-modeling1;802m;1121Mi;1;3;2;59844
cs-modeling1;756m;1123Mi;1;3;4;59910
cs-modeling1;1764m;1466Mi;2;2;4;59982
cs-modeling1;1570m;1145Mi;1;1;2;60043
cs-modeling1;573m;1123Mi;1;2;4;60108
cs-modeling1;1974m;1192Mi;2;3;1;60174
cs-modeling1;1967m;1161Mi;2;2;4;60243
cs-modeling1;1968m;1449Mi;2;3;3;60310
cs-modeling1;1115m;1128Mi;1;2;1;60370
cs-modeling1;1594m;1270Mi;1;3;5;60435
cs-modeling1;1781m;1561Mi;2;2;5;60501
cs-modeling1;1983m;1743Mi;3;1;3;60568
cs-modeling1;1997m;1896Mi;3;3;4;60629
cs-modeling1;1840m;1645Mi;2;3;1;60699
cs-modeling1;673m;1119Mi;1;1;4;60764
cs-modeling1;1782m;1142Mi;2;1;3;60831
cs-modeling1;1985m;1186Mi;3;1;1;60897
cs-modeling1;1756m;1148Mi;1;1;2;60958
cs-modeling1;1967m;1162Mi;2;1;3;61026
cs-modeling1;1962m;1169Mi;2;1;3;61093
cs-modeling1;1980m;1172Mi;3;2;5;61160
cs-modeling1;1993m;1231Mi;4;3;2;61221
cs-modeling1;855m;1123Mi;1;1;1;61289
cs-modeling1;421m;1129Mi;1;1;1;61358
cs-modeling1;1833m;1146Mi;1;2;3;61423
cs-modeling1;638m;1120Mi;2;1;1;61489
cs-modeling1;279m;1118Mi;1;3;2;61550
cs-modeling1;279m;1118Mi;1;1;5;61611
cs-modeling1;1978m;1164Mi;2;1;5;61677
cs-modeling1;1983m;1190Mi;3;1;2;61745
cs-modeling1;1995m;1194Mi;4;3;1;61810
cs-modeling1;1904m;1149Mi;2;1;1;61880
cs-modeling1;1995m;1167Mi;3;2;1;61946
cs-modeling1;2001m;1176Mi;3;2;4;62015
cs-modeling1;1649m;1144Mi;3;3;2;62084
cs-modeling1;1649m;1144Mi;1;1;3;62144
cs-modeling1;552m;1128Mi;1;1;5;62209
cs-modeling1;1653m;1144Mi;2;1;3;62276
cs-modeling1;2000m;1198Mi;3;1;5;62343
cs-modeling1;2000m;1412Mi;4;3;4;62409
cs-modeling1;2000m;1705Mi;4;3;1;62477
cs-modeling1;2000m;1226Mi;3;2;1;62546
cs-modeling1;1992m;1194Mi;4;2;3;62613
cs-modeling1;1960m;1205Mi;5;1;3;62680
cs-modeling1;1980m;1216Mi;4;2;4;62742
cs-modeling1;1996m;1170Mi;3;1;3;62811
cs-modeling1;1988m;1240Mi;3;3;3;62879
cs-modeling1;1984m;1366Mi;4;3;1;62947
cs-modeling1;1991m;1176Mi;4;1;3;63010
cs-modeling1;896m;1139Mi;1;3;3;63078
cs-modeling1;1918m;1431Mi;2;1;5;63144
cs-modeling1;1861m;1146Mi;2;3;2;63212
cs-modeling1;1984m;1170Mi;3;2;4;63279
cs-modeling1;676m;1125Mi;2;3;1;63340
cs-modeling1;1604m;1148Mi;1;2;4;63406
cs-modeling1;1973m;1248Mi;2;3;3;63472
cs-modeling1;1975m;1398Mi;3;2;2;63538
cs-modeling1;1942m;1482Mi;4;1;1;63605
cs-modeling1;787m;1151Mi;1;1;4;63666
cs-modeling1;1858m;1158Mi;2;2;3;63733
cs-modeling1;1965m;1169Mi;3;2;4;63800
cs-modeling1;2000m;1192Mi;3;3;4;63867
cs-modeling1;1991m;1340Mi;3;1;4;63928
cs-modeling1;;;2;1;4;63997
cs-modeling1;;;3;1;2;64064
cs-modeling1;1969m;1191Mi;4;3;3;64129
cs-modeling1;1989m;1385Mi;4;1;2;64197
cs-modeling1;1351m;1129Mi;1;3;2;64264
cs-modeling1;931m;1133Mi;1;1;3;64331
cs-modeling1;1800m;1150Mi;2;2;1;64396
cs-modeling1;1997m;1169Mi;3;3;5;64463
cs-modeling1;729m;1131Mi;2;1;2;64529
cs-modeling1;1772m;1157Mi;1;1;2;64595
cs-modeling1;1966m;1160Mi;2;2;1;64661
cs-modeling1;1966m;1165Mi;3;2;3;64728
cs-modeling1;1983m;1175Mi;3;2;1;64796
cs-modeling1;313m;1129Mi;1;2;3;64857
cs-modeling1;889m;1135Mi;1;1;3;64922
cs-modeling1;1837m;1152Mi;2;1;4;64988
cs-modeling1;1969m;1174Mi;3;3;1;65055
cs-modeling1;1989m;1185Mi;3;1;4;65116
cs-modeling1;1746m;1159Mi;2;3;3;65186
cs-modeling1;1978m;1273Mi;3;3;1;65253
cs-modeling1;1775m;1306Mi;2;3;4;65322
cs-modeling1;2000m;1572Mi;2;3;3;65390
cs-modeling1;1326m;1150Mi;1;1;5;65451
cs-modeling1;1942m;1187Mi;2;1;3;65518
cs-modeling1;1966m;1176Mi;3;3;3;65584
cs-modeling1;1965m;1333Mi;4;1;2;65651
cs-modeling1;1996m;1426Mi;5;3;4;65712
cs-modeling1;619m;1129Mi;1;2;5;65782
cs-modeling1;1831m;1151Mi;2;1;1;65849
cs-modeling1;2000m;1179Mi;3;2;4;65916
cs-modeling1;1965m;1226Mi;3;3;4;65984
cs-modeling1;915m;1149Mi;1;2;5;66044
cs-modeling1;1948m;1159Mi;2;1;1;66111
cs-modeling1;1812m;1167Mi;2;3;3;66178
cs-modeling1;1878m;1440Mi;2;2;1;66245
cs-modeling1;1718m;1150Mi;2;3;1;66310
cs-modeling1;276m;1132Mi;1;2;1;66371
cs-modeling1;289m;1131Mi;1;2;4;66432
cs-modeling1;1808m;1152Mi;2;2;1;66499
cs-modeling1;1994m;1178Mi;3;1;5;66565
cs-modeling1;1994m;1203Mi;2;2;3;66627
cs-modeling1;1848m;1161Mi;2;3;3;66694
cs-modeling1;1975m;1447Mi;3;2;3;66761
cs-modeling1;1948m;1177Mi;3;1;5;66829
cs-modeling1;;;3;1;4;66896
cs-modeling1;1988m;1172Mi;3;1;4;66964
cs-modeling1;1980m;1207Mi;4;3;5;67031
cs-modeling1;1984m;1225Mi;5;3;2;67098
cs-modeling1;1991m;1629Mi;5;2;5;67205
cs-modeling1;1996m;1948Mi;4;2;5;67275
cs-modeling1;1994m;2008Mi;5;1;2;67342
cs-modeling1;1977m;1234Mi;5;3;1;67414
cs-modeling1;1978m;1234Mi;5;2;5;67487
cs-modeling1;802m;1142Mi;1;1;1;67551
cs-modeling1;1723m;1160Mi;1;3;1;67617
cs-modeling1;823m;1139Mi;1;3;4;67683
cs-modeling1;1861m;1391Mi;2;1;3;67749
cs-modeling1;263m;1131Mi;3;3;2;67810
cs-modeling1;755m;1136Mi;1;2;1;67871
cs-modeling1;1718m;1152Mi;1;2;1;67936
cs-modeling1;1981m;1185Mi;2;2;1;68002
cs-modeling1;1949m;1173Mi;2;3;1;68070
cs-modeling1;1178m;1139Mi;1;2;1;68131
cs-modeling1;840m;1131Mi;1;1;1;68192
cs-modeling1;1505m;1155Mi;1;1;4;68256
cs-modeling1;1968m;1199Mi;2;1;5;68322
cs-modeling1;1990m;1186Mi;3;2;1;68389
cs-modeling1;1485m;1146Mi;2;1;5;68458
cs-modeling1;1986m;1170Mi;3;3;4;68529
cs-modeling1;1986m;1317Mi;4;3;3;68596
cs-modeling1;1992m;1685Mi;5;3;4;68663
cs-modeling1;;;4;2;5;68724
cs-modeling1;1986m;1151Mi;3;2;3;68794
cs-modeling1;1987m;1179Mi;4;3;3;68862
cs-modeling1;1990m;1323Mi;5;2;5;68928
cs-modeling1;1983m;1204Mi;5;2;3;69021
cs-modeling1;1991m;1188Mi;3;3;3;69093
cs-modeling1;1928m;1367Mi;2;1;4;69162
cs-modeling1;1976m;1441Mi;2;2;4;69233
cs-modeling1;1972m;1162Mi;3;1;3;69301
cs-modeling1;;;3;2;2;69369
cs-modeling1;1966m;1185Mi;2;2;4;69439
cs-modeling1;1968m;1162Mi;3;2;4;69505
cs-modeling1;1979m;1162Mi;3;3;1;69573
cs-modeling1;1991m;1160Mi;1;2;3;69634
cs-modeling1;803m;1123Mi;1;3;2;69699
cs-modeling1;1847m;1124Mi;1;1;5;69764
cs-modeling1;1869m;1135Mi;2;3;5;69831
cs-modeling1;2000m;1693Mi;3;1;1;69897
cs-modeling1;2000m;1174Mi;2;1;2;69966
cs-modeling1;1992m;1163Mi;2;3;3;70035
cs-modeling1;1982m;1394Mi;3;1;5;70101
cs-modeling1;1997m;1465Mi;3;1;2;70169
cs-modeling1;1810m;1142Mi;2;2;2;70230
cs-modeling1;1782m;1138Mi;2;1;4;70297
cs-modeling1;1835m;1144Mi;2;1;3;70364
cs-modeling1;1945m;1160Mi;3;3;1;70431
cs-modeling1;1997m;1183Mi;3;2;4;70499
cs-modeling1;1738m;1145Mi;1;1;5;70566
cs-modeling1;1840m;1164Mi;2;3;4;70633
cs-modeling1;1983m;1439Mi;3;3;2;70699
cs-modeling1;1989m;1656Mi;4;2;5;70766
cs-modeling1;1996m;1161Mi;3;2;2;70827
cs-modeling1;1983m;1184Mi;4;3;1;70893
cs-modeling1;;;4;3;2;70961
cs-modeling1;2035m;1251Mi;1;3;4;71028
cs-modeling1;1842m;1535Mi;2;2;1;71094
cs-modeling1;602m;1142Mi;1;2;3;71155
cs-modeling1;1175m;1163Mi;1;3;5;71220
cs-modeling1;1733m;1520Mi;2;2;5;71286
cs-modeling1;1978m;1748Mi;3;1;2;71353
cs-modeling1;1972m;1868Mi;4;3;3;71414
cs-modeling1;298m;1120Mi;1;1;4;71481
cs-modeling1;1875m;1146Mi;2;3;4;71548
cs-modeling1;1974m;1332Mi;3;3;1;71614
cs-modeling1;1977m;1673Mi;3;3;5;71683
cs-modeling1;1319m;1136Mi;1;1;3;71744
cs-modeling1;1925m;1186Mi;2;1;4;71810
cs-modeling1;2001m;1179Mi;3;3;4;71875
cs-modeling1;1990m;1398Mi;4;1;2;71942
cs-modeling1;1981m;1456Mi;4;1;5;72007
cs-modeling1;1968m;1170Mi;3;2;1;72077
cs-modeling1;2000m;1189Mi;4;3;5;72144
cs-modeling1;1983m;1332Mi;4;1;4;72213
cs-modeling1;1994m;1563Mi;5;2;3;72279
cs-modeling1;1994m;1563Mi;5;1;2;72342
cs-modeling1;;;5;1;1;72502
cs-modeling1;1992m;2030Mi;5;1;2;72614
cs-modeling1;521m;1128Mi;1;1;1;72682
cs-modeling1;1715m;1156Mi;2;3;5;72746
cs-modeling1;1771m;1457Mi;2;2;5;72814
cs-modeling1;2001m;1953Mi;3;3;5;72881
cs-modeling1;1635m;1331Mi;2;3;3;72942
cs-modeling1;1354m;1137Mi;1;3;1;73008
cs-modeling1;1889m;1159Mi;1;2;5;73073
cs-modeling1;1935m;1202Mi;2;2;2;73138
cs-modeling1;1990m;1174Mi;3;3;1;73205
cs-modeling1;304m;1135Mi;1;2;2;73266
cs-modeling1;974m;1130Mi;1;1;1;73331
cs-modeling1;1842m;1153Mi;1;3;3;73397
cs-modeling1;1751m;1405Mi;2;1;3;73463
cs-modeling1;326m;1132Mi;2;2;1;73524
cs-modeling1;326m;1132Mi;1;1;3;73585
cs-modeling1;1862m;1153Mi;2;3;1;73651
cs-modeling1;1858m;1149Mi;2;1;5;73720
cs-modeling1;1953m;1235Mi;2;3;5;73787
cs-modeling1;1977m;1175Mi;2;1;5;73854
cs-modeling1;1953m;1150Mi;2;3;1;73930
cs-modeling1;1747m;1154Mi;2;3;2;73998
cs-modeling1;1980m;1265Mi;3;3;4;74065
cs-modeling1;1999m;1327Mi;2;2;3;74127
cs-modeling1;1892m;1153Mi;1;3;3;74194
cs-modeling1;1958m;1164Mi;2;1;2;74261
cs-modeling1;1905m;1168Mi;2;2;2;74329
cs-modeling1;1980m;1180Mi;3;1;3;74395
cs-modeling1;277m;1129Mi;1;3;1;74456
cs-modeling1;1570m;1140Mi;1;1;3;74521
cs-modeling1;1742m;1158Mi;2;3;5;74588
cs-modeling1;1975m;1455Mi;3;2;4;74655
cs-modeling1;1974m;1590Mi;4;2;3;74716
cs-modeling1;1810m;1156Mi;1;2;1;74782
cs-modeling1;1882m;1150Mi;2;1;5;74848
cs-modeling1;1981m;1177Mi;2;1;2;74916
cs-modeling1;1988m;1191Mi;3;2;2;74983
cs-modeling1;1947m;1297Mi;2;3;3;75045
cs-modeling1;1963m;1156Mi;2;2;3;75112
cs-modeling1;1879m;1159Mi;2;3;2;75180
cs-modeling1;1981m;1178Mi;3;2;2;75246
cs-modeling1;1823m;1151Mi;2;3;2;75307
cs-modeling1;310m;1132Mi;1;2;4;75368
cs-modeling1;923m;1129Mi;1;2;1;75433
cs-modeling1;1855m;1155Mi;2;1;5;75499
cs-modeling1;1915m;1153Mi;2;3;2;75567
cs-modeling1;877m;1136Mi;2;1;2;75628
cs-modeling1;1795m;1156Mi;1;1;3;75694
cs-modeling1;1795m;1156Mi;2;2;2;75760
cs-modeling1;2000m;1195Mi;3;3;3;75827
cs-modeling1;2000m;1361Mi;4;1;5;75894
cs-modeling1;1712m;1206Mi;2;1;4;75962
cs-modeling1;1999m;1178Mi;3;2;2;76029
cs-modeling1;1984m;1186Mi;3;3;3;76097
cs-modeling1;;;4;1;4;76165
cs-modeling1;1971m;1423Mi;3;3;3;76226
cs-modeling1;1986m;1486Mi;3;2;1;76296
cs-modeling1;1962m;1206Mi;3;1;2;76365
cs-modeling1;1979m;1218Mi;4;2;5;76432
cs-modeling1;1984m;1226Mi;5;2;1;76498
cs-modeling1;677m;1138Mi;1;3;4;76567
cs-modeling1;1706m;1509Mi;2;2;5;76633
cs-modeling1;1985m;1682Mi;3;3;5;76700
cs-modeling1;2000m;1563Mi;3;3;2;76773
cs-modeling1;975m;1136Mi;2;1;2;76833
cs-modeling1;1867m;1275Mi;1;3;3;76899
cs-modeling1;1907m;1164Mi;2;1;1;76965
cs-modeling1;1871m;1165Mi;2;2;1;77032
cs-modeling1;1971m;1167Mi;2;1;5;77100
cs-modeling1;638m;1136Mi;1;3;1;77165
cs-modeling1;820m;1137Mi;1;2;5;77230
cs-modeling1;1817m;1157Mi;2;1;4;77297
cs-modeling1;2001m;1185Mi;3;3;1;77363
cs-modeling1;1997m;1201Mi;2;3;5;77424
cs-modeling1;1694m;1924Mi;2;1;5;77492
cs-modeling1;1973m;1297Mi;2;3;4;77560
cs-modeling1;1987m;1469Mi;3;2;1;77627
cs-modeling1;1988m;1597Mi;4;3;1;77694
cs-modeling1;1289m;1134Mi;1;3;2;77759
cs-modeling1;1087m;1131Mi;1;3;3;77824
cs-modeling1;1840m;1424Mi;2;1;4;77890
cs-modeling1;1838m;1147Mi;2;1;4;77958
cs-modeling1;2000m;1173Mi;3;1;4;78019
cs-modeling1;1999m;1165Mi;3;1;1;78087
cs-modeling1;1990m;1191Mi;3;1;4;78155
cs-modeling1;1991m;1188Mi;4;2;1;78222
cs-modeling1;1982m;1194Mi;4;3;5;78290
cs-modeling1;1993m;1962Mi;3;2;5;78360
cs-modeling1;1979m;1979Mi;4;1;2;78426
cs-modeling1;1986m;1165Mi;3;2;5;78497
cs-modeling1;1917m;1184Mi;4;2;2;78563
cs-modeling1;1972m;1218Mi;4;2;3;78625
cs-modeling1;1801m;1146Mi;2;1;5;78694
cs-modeling1;1977m;1163Mi;2;1;5;78762
cs-modeling1;1993m;1188Mi;3;2;1;78829
cs-modeling1;1955m;1193Mi;4;2;2;78896
cs-modeling1;1996m;1166Mi;3;3;1;78966
cs-modeling1;1970m;1173Mi;3;1;4;79035
cs-modeling1;1967m;1194Mi;4;3;1;79100
cs-modeling1;1985m;1170Mi;3;1;3;79169
cs-modeling1;1478m;1131Mi;3;1;1;79230
cs-modeling1;1505m;1125Mi;1;3;1;79297
cs-modeling1;1812m;1147Mi;1;1;1;79362
cs-modeling1;1702m;1270Mi;1;3;3;79428
cs-modeling1;1885m;1453Mi;2;2;4;79494
cs-modeling1;557m;1148Mi;1;1;5;79555
cs-modeling1;1844m;1158Mi;2;3;2;79621
cs-modeling1;2000m;1251Mi;3;2;2;79688
cs-modeling1;1986m;1174Mi;3;2;5;79757
cs-modeling1;2003m;1189Mi;2;3;4;79820
cs-modeling1;711m;1131Mi;1;1;5;79884
cs-modeling1;1823m;1148Mi;2;2;5;79951
cs-modeling1;1969m;1161Mi;3;3;1;80017
cs-modeling1;;;3;1;1;80086
cs-modeling1;1954m;1155Mi;1;3;4;80147
cs-modeling1;1778m;1432Mi;2;3;1;80214
cs-modeling1;1784m;1149Mi;1;1;2;80283
cs-modeling1;1976m;1170Mi;2;2;5;80350
cs-modeling1;1983m;1174Mi;2;1;3;80411
