NAME NODE;CPU (cores);MEMORY (bytes);ACTIVE PODS;TASK;PARAMETER;EXECUTION START TIME (seconds)
cs-modeling1;1669m;1127Mi;1;1;3;39372
cs-modeling1;1893m;1127Mi;2;2;3;39438
cs-modeling1;1990m;1151Mi;3;1;4;39504
cs-modeling1;2003m;1173Mi;4;3;5;39571
cs-modeling1;1991m;1585Mi;3;1;1;39633
cs-modeling1;1936m;1954Mi;4;2;3;39699
cs-modeling1;1985m;1696Mi;3;3;2;39770
cs-modeling1;1979m;1224Mi;3;1;3;39838
cs-modeling1;1529m;1122Mi;3;3;2;39906
cs-modeling1;1398m;1123Mi;1;2;1;39967
cs-modeling1;1257m;1144Mi;1;3;2;40032
cs-modeling1;1563m;1129Mi;1;1;2;40097
cs-modeling1;1740m;1133Mi;2;2;5;40163
cs-modeling1;1701m;1128Mi;2;2;2;40224
cs-modeling1;474m;1106Mi;1;2;2;40291
cs-modeling1;1636m;1128Mi;2;3;2;40358
cs-modeling1;1980m;1233Mi;3;1;1;40424
cs-modeling1;1582m;1124Mi;2;2;3;40491
cs-modeling1;294m;1109Mi;1;3;1;40552
cs-modeling1;1624m;1127Mi;1;1;5;40613
cs-modeling1;1624m;1127Mi;2;3;4;40680
cs-modeling1;1983m;1417Mi;3;2;3;40746
cs-modeling1;1985m;2025Mi;4;3;5;40808
cs-modeling1;1993m;1927Mi;3;3;2;40877
cs-modeling1;1991m;2057Mi;3;2;1;40944
cs-modeling1;1769m;1126Mi;2;1;4;41013
cs-modeling1;1991m;1160Mi;3;1;1;41080
cs-modeling1;1562m;1127Mi;1;1;4;41141
cs-modeling1;1843m;1125Mi;2;1;1;41208
cs-modeling1;2004m;1152Mi;3;1;4;41275
cs-modeling1;1977m;1153Mi;3;1;5;41344
cs-modeling1;1996m;1168Mi;3;2;4;41407
cs-modeling1;1988m;1180Mi;4;2;5;41475
cs-modeling1;2001m;1193Mi;4;2;5;41544
cs-modeling1;1988m;1200Mi;5;2;3;41611
cs-modeling1;2001m;1193Mi;5;1;1;41679
cs-modeling1;1997m;1206Mi;5;1;1;41740
cs-modeling1;1992m;1194Mi;4;2;1;41813
cs-modeling1;1995m;1155Mi;3;1;2;41883
cs-modeling1;1999m;1172Mi;3;2;5;41952
cs-modeling1;1992m;1588Mi;3;3;5;42013
cs-modeling1;1226m;1120Mi;1;2;1;42080
cs-modeling1;1741m;1136Mi;2;2;3;42145
cs-modeling1;;;2;3;2;42212
cs-modeling1;1774m;1122Mi;3;3;1;42279
cs-modeling1;392m;1109Mi;1;1;2;42340
cs-modeling1;1701m;1137Mi;1;1;2;42401
cs-modeling1;1844m;1136Mi;1;2;3;42467
cs-modeling1;1996m;1156Mi;2;1;1;42533
cs-modeling1;2001m;1193Mi;3;3;2;42600
cs-modeling1;498m;1142Mi;1;1;5;42661
cs-modeling1;1958m;1189Mi;2;1;1;42727
cs-modeling1;1986m;1237Mi;3;3;4;42794
cs-modeling1;1980m;1364Mi;3;2;4;42870
cs-modeling1;1985m;1527Mi;2;1;4;42931
cs-modeling1;1854m;1164Mi;2;3;4;42999
cs-modeling1;1986m;1344Mi;3;3;3;43065
cs-modeling1;1968m;1588Mi;4;3;3;43132
cs-modeling1;1995m;2213Mi;4;2;3;43200
cs-modeling1;1072m;1157Mi;1;2;3;43261
cs-modeling1;1739m;1160Mi;1;1;1;43326
cs-modeling1;1696m;1144Mi;1;2;4;43392
cs-modeling1;1772m;1159Mi;2;1;3;43458
cs-modeling1;2001m;1182Mi;2;3;1;43519
cs-modeling1;301m;1142Mi;1;1;1;43580
cs-modeling1;911m;1145Mi;1;2;5;43645
cs-modeling1;1769m;1162Mi;2;1;2;43711
cs-modeling1;1976m;1184Mi;3;2;5;43778
cs-modeling1;2001m;1206Mi;1;1;3;43839
cs-modeling1;1533m;1166Mi;1;3;3;43903
cs-modeling1;1924m;1165Mi;2;2;5;43970
cs-modeling1;1974m;1185Mi;2;1;3;44037
cs-modeling1;2002m;1211Mi;3;1;3;44103
cs-modeling1;1882m;1145Mi;1;1;1;44169
cs-modeling1;1465m;1167Mi;1;3;4;44237
cs-modeling1;1835m;1518Mi;2;3;4;44303
cs-modeling1;1980m;1894Mi;3;3;3;44370
cs-modeling1;1990m;1964Mi;1;2;4;44431
cs-modeling1;488m;1142Mi;1;3;3;44495
cs-modeling1;1708m;1385Mi;2;2;4;44562
cs-modeling1;1814m;1165Mi;2;1;5;44630
cs-modeling1;1984m;1393Mi;3;3;4;44697
cs-modeling1;1977m;1172Mi;2;2;2;44766
cs-modeling1;1991m;1190Mi;3;2;3;44833
cs-modeling1;1985m;1221Mi;4;1;3;44899
cs-modeling1;2007m;1229Mi;4;1;5;44975
cs-modeling1;1997m;1230Mi;3;3;2;45036
cs-modeling1;1609m;1165Mi;2;3;4;45105
cs-modeling1;1988m;1469Mi;3;3;2;45172
cs-modeling1;1989m;1721Mi;4;2;5;45239
cs-modeling1;1992m;1721Mi;4;1;1;45307
cs-modeling1;709m;1279Mi;1;3;2;45368
cs-modeling1;1363m;1149Mi;1;2;5;45433
cs-modeling1;1872m;1168Mi;2;3;1;45499
cs-modeling1;1812m;1159Mi;2;2;5;45567
cs-modeling1;1986m;1191Mi;2;3;2;45628
cs-modeling1;273m;1148Mi;1;3;5;45689
cs-modeling1;1793m;1726Mi;2;1;5;45755
cs-modeling1;2000m;1972Mi;3;3;3;45822
cs-modeling1;1976m;1414Mi;4;1;2;45889
cs-modeling1;;;2;2;3;45952
cs-modeling1;1960m;1183Mi;2;2;2;46021
cs-modeling1;2006m;1191Mi;3;3;2;46087
cs-modeling1;1981m;1306Mi;4;2;2;46154
cs-modeling1;1987m;1218Mi;3;3;2;46215
cs-modeling1;315m;1150Mi;1;3;3;46276
cs-modeling1;990m;1150Mi;1;2;5;46342
cs-modeling1;1827m;1151Mi;2;2;4;46408
cs-modeling1;1984m;1176Mi;3;3;1;46480
cs-modeling1;1296m;1151Mi;1;1;3;46541
cs-modeling1;730m;1139Mi;1;3;1;46606
cs-modeling1;1785m;1155Mi;1;2;5;46670
cs-modeling1;1927m;1178Mi;2;2;5;46737
cs-modeling1;1997m;1182Mi;3;2;4;46804
cs-modeling1;1217m;1129Mi;1;3;4;46870
cs-modeling1;1809m;1445Mi;2;1;2;46937
cs-modeling1;1989m;1661Mi;3;1;1;47004
cs-modeling1;1984m;1198Mi;3;2;3;47082
cs-modeling1;1244m;1155Mi;1;2;5;47143
cs-modeling1;1776m;1155Mi;1;2;4;47208
cs-modeling1;1963m;1177Mi;2;1;3;47273
cs-modeling1;1980m;1172Mi;3;1;4;47340
cs-modeling1;1989m;1189Mi;4;1;4;47407
cs-modeling1;1994m;1194Mi;3;1;3;47477
cs-modeling1;1985m;1203Mi;4;1;2;47543
cs-modeling1;1985m;1216Mi;5;2;4;47610
cs-modeling1;1996m;1241Mi;5;1;3;47708
cs-modeling1;1934m;1179Mi;3;1;3;47780
cs-modeling1;;;3;2;2;47848
cs-modeling1;;;3;3;5;47916
cs-modeling1;1976m;1446Mi;4;3;4;47984
cs-modeling1;1907m;1946Mi;2;2;3;48046
cs-modeling1;1678m;1154Mi;2;1;3;48114
cs-modeling1;1988m;1191Mi;3;2;5;48180
cs-modeling1;1983m;1203Mi;4;1;2;48247
cs-modeling1;1984m;1222Mi;4;3;2;48308
cs-modeling1;833m;1141Mi;1;3;2;48375
cs-modeling1;1736m;1279Mi;1;3;2;48440
cs-modeling1;1767m;1376Mi;1;3;4;48506
cs-modeling1;1946m;1609Mi;2;2;3;48572
cs-modeling1;282m;1139Mi;1;2;2;48632
cs-modeling1;1656m;1132Mi;1;3;1;48697
cs-modeling1;1707m;1157Mi;1;2;3;48762
cs-modeling1;1908m;1160Mi;2;3;3;48828
cs-modeling1;1973m;1391Mi;3;3;2;48894
cs-modeling1;302m;1139Mi;1;2;4;48955
cs-modeling1;795m;1137Mi;1;3;5;49021
cs-modeling1;1753m;1532Mi;2;3;2;49087
cs-modeling1;1972m;1853Mi;3;2;5;49153
cs-modeling1;1979m;1862Mi;3;1;3;49215
cs-modeling1;1104m;1135Mi;1;2;2;49282
cs-modeling1;2000m;1177Mi;2;1;1;49349
cs-modeling1;1970m;1180Mi;2;2;4;49417
cs-modeling1;1975m;1202Mi;2;3;4;49485
cs-modeling1;329m;1135Mi;1;3;5;49551
cs-modeling1;1834m;1155Mi;2;3;3;49615
cs-modeling1;1828m;1437Mi;2;3;5;49683
cs-modeling1;1863m;1451Mi;2;2;3;49751
cs-modeling1;1974m;1702Mi;3;2;5;49812
cs-modeling1;973m;1139Mi;1;2;3;49879
cs-modeling1;1800m;1159Mi;2;2;2;49945
cs-modeling1;1983m;1176Mi;3;1;5;50012
cs-modeling1;1999m;1226Mi;4;1;5;50079
cs-modeling1;2001m;1179Mi;3;2;4;50141
cs-modeling1;2001m;1208Mi;4;1;1;50207
cs-modeling1;1987m;1224Mi;5;2;2;50273
cs-modeling1;1990m;1266Mi;5;1;4;50416
cs-modeling1;1998m;1207Mi;4;3;5;50487
cs-modeling1;1974m;1526Mi;3;2;2;50556
cs-modeling1;1985m;1640Mi;4;1;3;50622
cs-modeling1;1973m;1705Mi;5;2;5;50689
cs-modeling1;2014m;1997Mi;4;1;5;50758
cs-modeling1;1976m;1207Mi;4;2;5;50827
cs-modeling1;;;5;3;1;50894
cs-modeling1;1983m;1246Mi;4;2;4;50962
cs-modeling1;1991m;1213Mi;4;2;4;51024
cs-modeling1;1984m;1192Mi;3;2;4;51093
cs-modeling1;1990m;1205Mi;4;2;2;51160
cs-modeling1;1997m;1236Mi;5;1;4;51227
cs-modeling1;1981m;1235Mi;5;2;5;51296
cs-modeling1;1993m;1198Mi;3;3;2;51367
cs-modeling1;1984m;1302Mi;4;2;1;51434
cs-modeling1;1977m;1210Mi;4;2;4;51502
cs-modeling1;1992m;1205Mi;4;3;4;51571
cs-modeling1;1990m;1295Mi;1;2;5;51634
cs-modeling1;1910m;1186Mi;2;2;3;51700
cs-modeling1;1961m;1186Mi;2;2;2;51768
cs-modeling1;2000m;1191Mi;3;3;2;51834
cs-modeling1;2002m;1319Mi;4;3;2;51901
cs-modeling1;306m;1149Mi;1;1;3;51962
cs-modeling1;1004m;1154Mi;1;3;5;52027
cs-modeling1;1781m;1541Mi;2;1;2;52093
cs-modeling1;1999m;1767Mi;3;1;4;52160
cs-modeling1;2001m;1914Mi;4;3;1;52221
cs-modeling1;955m;1143Mi;1;3;1;52288
cs-modeling1;1827m;1167Mi;1;1;1;52353
cs-modeling1;1729m;1160Mi;1;2;1;52420
cs-modeling1;1966m;1182Mi;2;1;3;52486
cs-modeling1;1202m;1657Mi;1;3;4;52547
cs-modeling1;;;1;1;5;52611
cs-modeling1;1837m;1151Mi;2;3;2;52678
cs-modeling1;1983m;1269Mi;3;2;1;52744
cs-modeling1;1986m;1186Mi;3;1;4;52808
cs-modeling1;1976m;1215Mi;2;3;1;52875
cs-modeling1;1660m;1160Mi;1;1;1;52942
cs-modeling1;1704m;1170Mi;1;1;4;53008
cs-modeling1;1974m;1173Mi;2;3;3;53075
cs-modeling1;434m;1145Mi;1;1;4;53140
cs-modeling1;2008m;1213Mi;2;3;1;53206
cs-modeling1;1397m;1144Mi;1;3;1;53273
cs-modeling1;683m;1145Mi;1;1;3;53338
cs-modeling1;311m;1148Mi;2;3;1;53405
cs-modeling1;311m;1148Mi;1;1;2;53466
cs-modeling1;582m;1151Mi;1;3;5;53531
cs-modeling1;1776m;1501Mi;2;2;5;53597
cs-modeling1;1963m;1876Mi;3;2;5;53665
cs-modeling1;1099m;1168Mi;3;1;1;53727
cs-modeling1;1698m;1157Mi;1;1;3;53794
cs-modeling1;1886m;1203Mi;2;1;4;53860
cs-modeling1;1982m;1197Mi;3;1;2;53926
cs-modeling1;2001m;1206Mi;4;2;1;53994
cs-modeling1;1820m;1167Mi;1;1;5;54062
cs-modeling1;1819m;1171Mi;2;1;5;54129
cs-modeling1;1994m;1184Mi;3;3;5;54196
cs-modeling1;1981m;1504Mi;4;3;5;54262
cs-modeling1;1981m;1504Mi;5;2;3;54324
cs-modeling1;1991m;2771Mi;5;2;4;54615
cs-modeling1;1950m;1189Mi;2;3;1;54688
cs-modeling1;;;1;1;5;54753
cs-modeling1;1999m;1162Mi;2;2;2;54820
cs-modeling1;1974m;1187Mi;3;2;4;54887
cs-modeling1;1993m;1186Mi;2;2;1;54956
cs-modeling1;1961m;1196Mi;2;2;4;55023
cs-modeling1;1990m;1207Mi;3;1;2;55090
cs-modeling1;1999m;1208Mi;3;1;2;55158
cs-modeling1;1997m;1423Mi;4;3;5;55219
cs-modeling1;1169m;1155Mi;1;1;3;55286
cs-modeling1;1721m;1164Mi;2;2;2;55352
cs-modeling1;1985m;1176Mi;3;3;3;55420
cs-modeling1;1987m;1310Mi;4;2;5;55487
cs-modeling1;2000m;1482Mi;1;2;3;55548
cs-modeling1;784m;1138Mi;1;3;1;55613
cs-modeling1;1756m;1155Mi;1;1;1;55678
cs-modeling1;1710m;1158Mi;1;1;1;55745
cs-modeling1;315m;1132Mi;1;3;1;55808
cs-modeling1;493m;1135Mi;1;3;1;55868
cs-modeling1;331m;1135Mi;1;3;3;55929
cs-modeling1;1997m;1149Mi;1;1;4;55994
cs-modeling1;1899m;1167Mi;2;3;5;56060
cs-modeling1;1987m;1900Mi;3;2;1;56121
cs-modeling1;1217m;1135Mi;1;1;5;56187
cs-modeling1;1791m;1169Mi;2;2;3;56253
cs-modeling1;1995m;1185Mi;3;1;4;56320
cs-modeling1;1979m;1192Mi;4;1;2;56387
cs-modeling1;1999m;1197Mi;3;1;2;56457
cs-modeling1;1995m;1207Mi;4;3;4;56524
cs-modeling1;1976m;1413Mi;5;3;2;56595
cs-modeling1;;;5;1;1;56667
cs-modeling1;2001m;1688Mi;2;2;1;56728
cs-modeling1;381m;1135Mi;1;3;1;56794
cs-modeling1;1462m;1141Mi;1;3;1;56858
cs-modeling1;1776m;1165Mi;1;2;5;56923
cs-modeling1;1978m;1180Mi;2;2;4;56990
cs-modeling1;264m;1134Mi;1;3;2;57051
cs-modeling1;1290m;1200Mi;1;3;2;57116
cs-modeling1;1821m;1300Mi;1;3;4;57181
cs-modeling1;1895m;1524Mi;2;3;5;57248
cs-modeling1;1976m;2031Mi;3;1;4;57309
cs-modeling1;1803m;1162Mi;2;3;4;57378
cs-modeling1;1780m;1437Mi;2;1;2;57446
cs-modeling1;1947m;1643Mi;3;2;5;57511
cs-modeling1;2001m;1204Mi;4;1;5;57578
cs-modeling1;;;2;2;5;57639
cs-modeling1;;;3;1;3;57706
cs-modeling1;1984m;1199Mi;4;1;5;57772
cs-modeling1;1991m;1224Mi;5;2;4;57839
cs-modeling1;1995m;1234Mi;5;2;4;57915
cs-modeling1;;;5;1;2;57984
cs-modeling1;1985m;1255Mi;5;1;3;58135
cs-modeling1;1995m;1247Mi;5;3;4;58224
cs-modeling1;1994m;1602Mi;4;3;3;58295
cs-modeling1;1978m;1768Mi;5;3;2;58361
cs-modeling1;2000m;1467Mi;5;2;4;58502
cs-modeling1;;;1;2;5;58563
cs-modeling1;1776m;1162Mi;2;3;3;58629
cs-modeling1;1714m;1393Mi;2;2;4;58697
cs-modeling1;1764m;1165Mi;2;2;5;58765
cs-modeling1;1980m;1186Mi;2;2;3;58826
cs-modeling1;1330m;1144Mi;1;3;1;58893
cs-modeling1;1823m;1157Mi;1;1;2;58958
cs-modeling1;1987m;1257Mi;2;3;2;59023
cs-modeling1;1833m;1158Mi;3;2;5;59090
cs-modeling1;1267m;1164Mi;1;1;4;59151
cs-modeling1;1967m;1182Mi;2;2;4;59217
cs-modeling1;1993m;1226Mi;3;3;2;59284
cs-modeling1;1978m;1315Mi;3;2;4;59353
cs-modeling1;1980m;1184Mi;2;1;3;59416
cs-modeling1;439m;1145Mi;1;2;3;59483
cs-modeling1;1693m;1160Mi;2;1;2;59549
cs-modeling1;1996m;1185Mi;3;2;1;59615
cs-modeling1;1999m;1208Mi;3;2;1;59691
cs-modeling1;1252m;1163Mi;1;1;5;59752
cs-modeling1;1877m;1191Mi;2;2;1;59818
cs-modeling1;2029m;1195Mi;3;2;5;59890
cs-modeling1;1994m;1212Mi;4;2;3;59957
cs-modeling1;1985m;1211Mi;4;3;1;60019
cs-modeling1;712m;1136Mi;1;2;2;60087
cs-modeling1;1809m;1162Mi;2;2;5;60153
cs-modeling1;1979m;1183Mi;3;2;4;60219
cs-modeling1;1967m;1205Mi;3;2;4;60287
cs-modeling1;1044m;1163Mi;1;2;4;60349
cs-modeling1;1956m;1208Mi;2;3;4;60415
cs-modeling1;1988m;1472Mi;3;3;5;60481
cs-modeling1;1984m;1798Mi;4;2;4;60548
cs-modeling1;2010m;2018Mi;4;3;4;60609
cs-modeling1;1736m;1949Mi;2;3;2;60679
cs-modeling1;1210m;1194Mi;1;3;2;60745
cs-modeling1;1794m;1273Mi;1;1;5;60809
cs-modeling1;1985m;1203Mi;2;3;1;60876
cs-modeling1;306m;1147Mi;2;3;1;60937
cs-modeling1;1782m;1162Mi;1;1;4;61002
cs-modeling1;1988m;1183Mi;2;1;3;61068
cs-modeling1;1989m;1196Mi;3;3;4;61135
cs-modeling1;2000m;1441Mi;4;1;2;61202
cs-modeling1;1750m;1153Mi;1;1;1;61270
cs-modeling1;1655m;1160Mi;1;1;2;61337
cs-modeling1;1741m;1164Mi;2;2;2;61404
cs-modeling1;1992m;1183Mi;3;3;5;61471
cs-modeling1;397m;1147Mi;2;3;3;61532
cs-modeling1;397m;1147Mi;1;3;5;61597
cs-modeling1;1828m;1442Mi;2;3;5;61663
cs-modeling1;1975m;2187Mi;3;1;5;61728
cs-modeling1;1986m;2471Mi;4;1;1;61795
cs-modeling1;1966m;1189Mi;2;3;3;61864
cs-modeling1;1991m;1373Mi;3;1;5;61931
cs-modeling1;1998m;1490Mi;4;2;4;61998
cs-modeling1;2011m;1215Mi;4;1;3;62067
cs-modeling1;1960m;1230Mi;4;3;2;62128
cs-modeling1;1981m;1195Mi;3;1;3;62197
cs-modeling1;1972m;1215Mi;3;1;5;62264
cs-modeling1;1971m;1223Mi;4;1;2;62331
cs-modeling1;2001m;1249Mi;5;2;3;62398
cs-modeling1;;;3;3;2;62468
cs-modeling1;1992m;1288Mi;4;3;4;62535
cs-modeling1;1982m;1499Mi;3;2;2;62611
cs-modeling1;1966m;1560Mi;4;1;5;62678
cs-modeling1;1824m;1179Mi;2;3;1;62741
cs-modeling1;1969m;1198Mi;2;3;5;62808
cs-modeling1;1985m;1534Mi;3;3;4;62874
cs-modeling1;2077m;1820Mi;4;2;4;62941
cs-modeling1;1976m;2015Mi;5;2;1;63008
cs-modeling1;1987m;1968Mi;2;1;5;63084
cs-modeling1;1984m;1168Mi;2;3;1;63152
cs-modeling1;1959m;1175Mi;2;2;4;63220
cs-modeling1;2000m;1208Mi;3;1;2;63286
cs-modeling1;1468m;1168Mi;1;2;1;63353
cs-modeling1;1767m;1170Mi;2;1;1;63419
cs-modeling1;1750m;1163Mi;2;1;5;63487
cs-modeling1;1689m;1164Mi;2;3;2;63554
cs-modeling1;1997m;1307Mi;2;3;3;63616
cs-modeling1;876m;1148Mi;1;1;3;63681
cs-modeling1;1974m;1166Mi;2;2;1;63747
cs-modeling1;1960m;1189Mi;3;3;5;63815
cs-modeling1;2000m;1484Mi;4;3;4;63881
cs-modeling1;1870m;1168Mi;1;1;5;63942
cs-modeling1;1903m;1172Mi;2;3;3;64009
cs-modeling1;1991m;1394Mi;3;1;4;64076
cs-modeling1;1980m;1494Mi;4;1;4;64142
cs-modeling1;2008m;1210Mi;4;2;1;64208
cs-modeling1;1988m;1211Mi;4;3;4;64276
cs-modeling1;1973m;1351Mi;4;2;1;64349
cs-modeling1;1981m;1468Mi;5;1;3;64415
cs-modeling1;1867m;1601Mi;5;1;2;64519
cs-modeling1;818m;1139Mi;2;3;1;64591
cs-modeling1;1801m;1267Mi;1;3;2;64656
cs-modeling1;1679m;1171Mi;1;3;1;64721
cs-modeling1;1464m;1161Mi;1;2;2;64785
cs-modeling1;909m;1156Mi;1;1;5;64846
cs-modeling1;1925m;1161Mi;2;3;3;64913
cs-modeling1;1972m;1380Mi;3;1;3;64979
cs-modeling1;1988m;1482Mi;4;3;1;65045
cs-modeling1;1915m;1160Mi;2;1;4;65108
cs-modeling1;560m;1130Mi;1;2;3;65174
cs-modeling1;1794m;1157Mi;2;2;3;65241
cs-modeling1;1967m;1173Mi;3;1;3;65308
cs-modeling1;1999m;1191Mi;3;1;3;65376
cs-modeling1;1390m;1160Mi;2;2;3;65437
cs-modeling1;1941m;1202Mi;2;3;2;65504
cs-modeling1;1664m;1150Mi;1;2;3;65571
cs-modeling1;1831m;1159Mi;2;2;5;65636
cs-modeling1;2000m;1176Mi;3;3;5;65704
cs-modeling1;564m;1136Mi;1;1;5;65770
cs-modeling1;1935m;1157Mi;2;3;2;65837
cs-modeling1;1985m;1256Mi;3;2;3;65903
cs-modeling1;;;3;3;1;65972
cs-modeling1;1595m;1158Mi;2;2;2;66033
cs-modeling1;731m;1135Mi;1;3;4;66099
cs-modeling1;1667m;1485Mi;2;3;5;66165
cs-modeling1;1971m;1896Mi;3;1;3;66232
cs-modeling1;1996m;1981Mi;3;2;3;66304
cs-modeling1;1722m;1303Mi;1;3;3;66370
cs-modeling1;1942m;1461Mi;2;1;2;66437
cs-modeling1;1982m;1163Mi;2;2;4;66504
cs-modeling1;1990m;1180Mi;3;3;1;66571
cs-modeling1;938m;1140Mi;1;1;4;66632
cs-modeling1;858m;1137Mi;1;1;2;66698
cs-modeling1;1807m;1165Mi;2;3;3;66764
cs-modeling1;1994m;1349Mi;3;2;3;66831
cs-modeling1;1604m;1140Mi;2;1;2;66906
cs-modeling1;1039m;1140Mi;1;2;2;66967
cs-modeling1;1763m;1158Mi;1;2;1;67031
cs-modeling1;1948m;1162Mi;2;1;4;67098
cs-modeling1;1826m;1170Mi;2;1;2;67165
cs-modeling1;1256m;1164Mi;2;3;1;67226
cs-modeling1;843m;1142Mi;1;2;1;67292
cs-modeling1;1703m;1155Mi;2;3;1;67358
cs-modeling1;1156m;1137Mi;1;1;2;67424
cs-modeling1;1745m;1160Mi;2;1;1;67490
cs-modeling1;324m;1133Mi;1;1;5;67551
cs-modeling1;1297m;1156Mi;2;1;3;67617
cs-modeling1;1996m;1182Mi;3;1;4;67683
cs-modeling1;1992m;1205Mi;4;2;3;67755
cs-modeling1;2000m;1456Mi;4;3;4;67817
cs-modeling1;2001m;1721Mi;3;1;5;67885
cs-modeling1;2002m;1200Mi;4;2;5;67952
cs-modeling1;1988m;1195Mi;3;1;5;68028
cs-modeling1;1990m;1204Mi;4;1;4;68095
cs-modeling1;1992m;1223Mi;4;1;3;68164
cs-modeling1;1976m;1229Mi;5;2;5;68231
cs-modeling1;1996m;1244Mi;5;1;1;68446
cs-modeling1;1994m;1249Mi;5;1;2;68522
cs-modeling1;1989m;1259Mi;5;1;2;68590
cs-modeling1;2002m;1262Mi;5;1;5;68691
cs-modeling1;;;2;3;4;68758
cs-modeling1;;;3;1;1;68825
cs-modeling1;1982m;1497Mi;4;2;1;68892
cs-modeling1;1980m;1702Mi;5;1;4;68958
cs-modeling1;1788m;1164Mi;4;3;2;69020
cs-modeling1;1636m;1158Mi;1;3;2;69086
cs-modeling1;538m;1144Mi;1;3;4;69152
cs-modeling1;1750m;1497Mi;2;2;1;69217
cs-modeling1;2000m;1686Mi;3;1;1;69285
cs-modeling1;558m;1149Mi;1;1;1;69345
cs-modeling1;270m;1135Mi;1;1;5;69406
cs-modeling1;1782m;1162Mi;2;2;1;69472
cs-modeling1;2000m;1192Mi;3;2;2;69538
cs-modeling1;2001m;1200Mi;4;2;3;69605
cs-modeling1;1874m;1252Mi;1;3;2;69672
cs-modeling1;1811m;1187Mi;1;3;1;69738
cs-modeling1;857m;1145Mi;1;2;1;69803
cs-modeling1;1833m;1188Mi;2;2;1;69869
cs-modeling1;821m;1143Mi;1;1;1;69930
cs-modeling1;489m;1144Mi;1;3;1;69990
cs-modeling1;810m;1149Mi;1;2;2;70056
cs-modeling1;1789m;1162Mi;2;2;1;70122
cs-modeling1;1987m;1186Mi;3;2;4;70189
cs-modeling1;986m;1146Mi;1;1;5;70249
cs-modeling1;1795m;1165Mi;2;2;1;70316
cs-modeling1;1998m;1188Mi;3;2;1;70383
cs-modeling1;2007m;1204Mi;4;1;5;70450
cs-modeling1;1924m;1188Mi;4;1;4;70513
cs-modeling1;1983m;1201Mi;3;1;1;70582
cs-modeling1;1992m;1214Mi;4;1;5;70649
cs-modeling1;1980m;1236Mi;5;3;3;70715
cs-modeling1;1979m;1337Mi;5;1;1;70791
cs-modeling1;1995m;1517Mi;2;2;2;70860
cs-modeling1;1973m;1196Mi;3;3;4;70933
cs-modeling1;1976m;1419Mi;4;1;3;71000
cs-modeling1;1986m;1522Mi;5;2;4;71066
cs-modeling1;2000m;1209Mi;4;2;3;71128
cs-modeling1;2001m;1202Mi;3;3;4;71198
cs-modeling1;2001m;1399Mi;2;2;2;71266
cs-modeling1;2020m;1565Mi;3;2;4;71333
cs-modeling1;1993m;1208Mi;4;2;1;71400
cs-modeling1;1806m;1421Mi;1;3;3;71461
cs-modeling1;1744m;1159Mi;1;1;1;71525
cs-modeling1;1731m;1160Mi;1;2;1;71592
cs-modeling1;1946m;1173Mi;2;1;5;71658
cs-modeling1;1574m;1171Mi;2;3;2;71719
cs-modeling1;1719m;1184Mi;1;3;2;71784
cs-modeling1;1703m;1157Mi;1;2;3;71848
cs-modeling1;1825m;1170Mi;2;2;1;71915
cs-modeling1;1980m;1187Mi;3;2;5;71981
cs-modeling1;1322m;1156Mi;1;3;1;72042
cs-modeling1;323m;1148Mi;1;1;2;72107
cs-modeling1;1826m;1160Mi;2;1;4;72172
cs-modeling1;1972m;1195Mi;3;3;2;72239
cs-modeling1;1992m;1187Mi;3;2;2;72306
cs-modeling1;1766m;1166Mi;1;1;1;72368
cs-modeling1;;;1;2;5;72433
cs-modeling1;1827m;1155Mi;2;2;5;72499
cs-modeling1;1999m;1185Mi;3;1;2;72566
cs-modeling1;2001m;1193Mi;3;2;4;72627
cs-modeling1;802m;1152Mi;1;1;2;72694
cs-modeling1;1703m;1169Mi;2;3;3;72760
cs-modeling1;1986m;1303Mi;3;1;4;72826
cs-modeling1;1966m;1181Mi;2;1;4;72902
cs-modeling1;1838m;1175Mi;2;2;1;72970
cs-modeling1;1860m;1176Mi;2;3;5;73037
cs-modeling1;1956m;1516Mi;2;2;1;73105
cs-modeling1;;;3;3;4;73172
cs-modeling1;712m;1148Mi;1;2;1;73234
cs-modeling1;1809m;1361Mi;1;3;4;73300
cs-modeling1;1951m;1709Mi;2;3;4;73365
cs-modeling1;1989m;1977Mi;3;2;5;73432
cs-modeling1;2001m;1587Mi;3;2;5;73504
cs-modeling1;651m;1133Mi;1;1;3;73571
cs-modeling1;1598m;1153Mi;2;2;3;73637
cs-modeling1;1978m;1184Mi;3;3;2;73704
cs-modeling1;1992m;1271Mi;4;1;5;73771
cs-modeling1;2001m;1206Mi;2;3;2;73832
cs-modeling1;1995m;1182Mi;2;1;1;73900
cs-modeling1;1952m;1259Mi;2;3;3;73967
cs-modeling1;;;2;3;3;74034
cs-modeling1;1951m;1394Mi;2;2;5;74102
cs-modeling1;566m;1134Mi;1;2;4;74163
cs-modeling1;1768m;1142Mi;1;3;3;74227
cs-modeling1;1820m;1387Mi;2;1;1;74294
cs-modeling1;1851m;1262Mi;1;3;2;74360
cs-modeling1;455m;1139Mi;1;2;2;74421
cs-modeling1;815m;1137Mi;1;2;1;74487
cs-modeling1;1769m;1158Mi;1;1;4;74552
cs-modeling1;1971m;1194Mi;2;2;3;74618
cs-modeling1;1978m;1205Mi;3;2;2;74685
